QC_raw,QC_loess,sample_raw,sample_loess
0.155230848078055,0.147496398274061,1.08691510383048,1.08333103504616
0.164815618988374,0.155286731184506,0.742806764062747,0.74172287737053
0.638694235411341,0.491273021245809,0.63630705040201,0.595654734665832
0.198022072324631,0.191391725524343,0.618513293922423,0.615321807252586
0.610631135611277,0.0958856949845411,1.00671153922141,0.472123862758037
0.478432321010491,0.205787607707321,0.803103419949389,0.460054989538754
1.03102447711386,0.0970358777553955,1.32648607565409,0.580975720977123
0.623491959548868,0.112137773138341,0.720400496745097,0.372426097261417
0.0793618242359497,0.0583720528544669,0.0841509607355091,0.0668589818606029
0.644974539324292,0.678994331727836,1.15639412566361,1.18136512283217
0.315055274027086,0.308407912948056,0.882045915536855,0.860078408813412
0.25148419979559,0.0790085484472087,0.555464426950495,0.449388974780589
0.239824298243053,0.167687613892147,0.689742629553432,0.676673083930249
0.118563972034385,0.0323016684037428,0.304415882222825,0.293078726202387
0.132357359293587,0.122924269530857,0.256492314172568,0.264791021564467
0.104158308191525,0.0450161104261931,0.30103035482164,0.312757783060091
0.0910810909319551,0.069393591215301,0.287381902359814,0.300499099173462
0.332060518219895,0.100880100317344,0.660995645526004,0.484752252178662
0.246419365820509,0.158141000967214,0.604919445094226,0.554640248079727
0.119786173318919,0.0458070316033415,0.526542747307943,0.46463069598419
0.12747081268713,0.0906334115753615,0.428629699426419,0.449800554442997
0.144291830628641,0.0708726611132753,0.443352192092809,0.399158288494632
0.18485121360526,0.118960425045225,0.439400147319005,0.402081807875767
0.344684239113017,0.10196737607938,1.0114580563071,0.882245268700308
0.306954962272598,0.11953353962316,1.18884612467503,1.08344292910143
0.077397229760047,0.0263501273872186,0.074921590948994,0.0375170479409118
0.052706461827564,0.0384216825728895,0.0555652468322518,0.0491958582636877
0.33322543184439,0.126953146080993,0.675949801659447,0.55950470578605
0.304711283502802,0.169585812599318,0.739069554641648,0.695168990255587
0.361345951635952,0.12648936788838,0.56765171631027,0.453765420483531
0.354928890213544,0.127251038406184,0.55994200392724,0.442859778489818
0.322768778943582,0.149533899969043,0.501788118772765,0.422457402116766
0.343332926291906,0.123056372384478,0.566570247141147,0.451691192530024
0.321730187995095,0.114239062464529,0.555108877021323,0.449598266836816
0.218090689993149,0.0971202462273563,0.483389323402856,0.399648087014986
0.388820429285094,0.122331244024483,0.606139773962429,0.42787778265655
0.436756358908803,0.107652758688411,0.622840441724462,0.388598917368164
0.613081983095766,0.108280602321087,0.675077417487315,0.584985503695372
0.296237432197749,0.173029765108285,0.727500895064858,0.662899334063124
0.200272210134926,0.137731762353662,0.475630306748397,0.437977522167317
0.246578239962972,0.109630841199109,0.45181955958109,0.33246235521246
0.179683266984098,0.0824504056844858,0.272781340147056,0.207142863869908
0.205587715070441,0.087899241150667,0.289044782384219,0.205904240829937
0.343067615034877,0.100478412060313,0.395895902756506,0.278483854465453
0.0943864305579792,0.0187864186188442,0.100954260123907,0.0478601532722068
0.118209066896236,0.0868189952440861,0.180516545954723,0.162837258018377
0.0932100319498428,0.0469402604806941,0.0923075027684488,0.0561008362556357
0.257160683766416,0.114681439986775,0.261333858312995,0.128168274147542
0.0841699498503818,0.0599204181398625,0.104616722650434,0.100968956175427
0.0850180976302569,0.0690833127626729,0.100273517653168,0.0891200240838482
0.0627975376425672,0.0382186038492333,0.0965389542803145,0.085351082304983
0.380665255284906,0.119817007951886,0.937875234508393,0.598576606703575
